RMS,Arabic_Description,English_Description,type,units,unit_type,FreqType,ImageUrl
100014127,Optifresh Eye Drop 10 ml,Optifresh Eye Drop 10 ml,drops,200,box,day,https://www.nahdionline.com/media/catalog/product/o/p/optifresh-eye-drop-10-ml-0_1.jpg
101941635,Basaglar 100 Units/Ml Pfp 5 Pens Of 3 Ml (Refrigerator),Basaglar 100 Units/Ml Pfp 5 Pens Of 3 Ml (Refrigerator),insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/0/8/08b594_69a2f26ef33a49e3a6da48a35526b43f_mv2_good.png
101596659,Vivo Ear Drops 15 gm,Vivo Ear Drops 15 gm,drops,300,box,day,https://www.nahdionline.com/media/catalog/product/v/i/vivo-ear-drops-15-gm-1_1.jpg
101072935,Vivaro 100 u/ml 5 Pre-Filled Pen 3 ml (Refrigerator),Vivaro 100 u/ml 5 Pre-Filled Pen 3 ml (Refrigerator),insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/v/i/vivaro-100-u-ml-5-pre-filled-pen-3-ml-refrigerator-1_1.jpg
101066981,Tresiba Flextouch 3 ml / 5 Pen (Refriger,Tresiba Flextouch 3 ml / 5 Pen (Refriger,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/t/r/tresiba-flextouch-3-ml-5-pen-refrigerator-1_1.jpg
101038260,Humalog 100 IU/ml Kwikpen (Refrigerator),Humalog 100 IU/ml Kwikpen (Refrigerator),insulin,300,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/101038260_mainimage_1.jpg
100965862,Novomix 50 Flexpen 100 IU/ml 3ml 5 Pen (,Novomix 50 Flexpen 100 IU/ml 3ml 5 Pen (,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/n/o/novomix-50-flexpen-100-iu-ml-3ml-5-pen-refrigerator-00_1.jpg
100658011,Humalog Mix 25 IU KwiKpen (Refrigerator),Humalog Mix 25 IU KwiKpen (Refrigerator),insulin,300,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100658011_mainimage_1.jpg
100658002,Humalog Mix 50 IU KwiKpen (Refrigerator),Humalog Mix 50 IU KwiKpen (Refrigerator),insulin,300,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100658002_mainimage_1.jpg
100033889,Systane-Lubricant Eye Drop 15 ml,Systane-Lubricant Eye Drop 15 ml,drops,300,box,day,Https://nahdionline.com/media/catalog/product/1/0/100033889_mainimage_1.jpg
100032982,Levemir 100 IU/ml Flexpen 5 pcs 3 ml (Re,Levemir 100 IU/ml Flexpen 5 pcs 3 ml (Re,insulin,300,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100032982_mainimage_1.jpg
100032974,Levemir 100 IU/ml Penfill 5pcs 3 ml (Ref,Levemir 100 IU/ml Penfill 5pcs 3 ml (Ref,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/1/0/100032982_mainimage_6.jpg
100032966,Novorapid 100 IU/ml Flexpen 5pcs 3 ml (R,Novorapid 100 IU/ml Flexpen 5pcs 3 ml (R,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/n/o/novorapid-100-iu-ml-flexpen-5pcs-3-ml-refrigerator-00_1.jpg
100031832,Mixtard 30 HM Penfill 5 pcs 3 ml (Refrig,Mixtard 30 HM Penfill 5 pcs 3 ml (Refrig,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/m/i/mixtard-30-hm-penfill-5-pcs-3-ml-refrigerator-00_1.jpg
100031824,Novomix 30 Flexpen 100 IU/ml 5 pcs 3 ml,Novomix 30 Flexpen 100 IU/ml 5 pcs 3 ml,insulin,300,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100031824_mainimage_1.jpg
100028529,Apidra-Solostar 100 IU/ml Solostar /Opti,Apidra-Solostar 100 IU/ml Solostar /Opti,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/a/p/apidra-solostar-100-iu-ml-solostar-optiset-5-pcs-3-ml-refrigerator-0.jpg
100028502,Lantus 100 IU Solostar/Optiset 5 pcs 3 m,Lantus 100 IU Solostar/Optiset 5 pcs 3 m,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/l/a/lantus-100-iu-solostar-optiset-5-pcs-3-ml-refrigerator-00_1.jpg
100022063,Naphcon-A Eye Drop 15 ml,Naphcon-A Eye Drop 15 ml,drops,300,box,day,Https://nahdionline.com/media/catalog/product/1/0/100022063_mainimage_1.jpg
100020471,Tears-Natural Eye Drop 15 ml,Tears-Natural Eye Drop 15 ml,drops,300,box,day,https://www.nahdionline.com/media/catalog/product/t/e/tears-natural-eye-drop-15-ml-1-_1.jpg
100019180,Riazolin Eye Drop 15 ml,Riazolin Eye Drop 15 ml,drops,300,box,day,https://www.nahdionline.com/media/catalog/product/r/i/riazolin-eye-drop-15-ml-00_1.jpg
100017521,Refresh-Tears Eye Drop 15 ml,Refresh-Tears Eye Drop 15 ml,drops,300,box,day,Https://nahdionline.com/media/catalog/product/1/0/100017521_mainimage_1.jpg
100011938,Novorapid 100 IU/ml Penfill 5 pcs 3 ml (,Novorapid 100 IU/ml Penfill 5 pcs 3 ml (,insulin,300,pen/vial,day,https://www.nahdionline.com/media/catalog/product/n/o/novorapid-100-iu-ml-penfill-5-pcs-3-ml-refrigerator-0_1.jpg
101161111,Toujeo 300 IU/ml 5 Pre-Filled Pen (Refri,Toujeo 300 IU/ml 5 Pre-Filled Pen (Refri,insulin,450,pen/vial,day,https://www.nahdionline.com/media/catalog/product/t/o/toujeo-300-iu-ml-5-pre-filled-pen-refrigerator-1_1.jpg
101433278,Otiblock Ear Spray 45 ml,Otiblock Ear Spray 45 ml,drops,900,box,day,https://www.nahdionline.com/media/catalog/product/o/t/otiblock-ear-spray-45-ml-1_1.jpg
101118745,Isomar Nasal decongestant Spray 50 ml,Isomar Nasal decongestant Spray 50 ml,drops,1000,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100028588,Lantus 100 IU Vial 10 ml (Refrigerator),Lantus 100 IU Vial 10 ml (Refrigerator),insulin,1000,pen/vial,day,https://www.nahdionline.com/media/catalog/product/l/a/lantus-100-iu-vial-10-ml-refrigerator-00_1.jpg
100028561,Humulin-70/30 100 IU Vial 10 ml (Refrige,Humulin-70/30 100 IU Vial 10 ml (Refrige,insulin,1000,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100028561_mainimage_1.jpg
100028553,Humulin-N 100 IU Vial 10 ml (Refrigerato,Humulin-N 100 IU Vial 10 ml (Refrigerato,insulin,1000,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100028553_mainimage_1.jpg
100028537,Humulin-R 100 IU Vial 10 ml (Refrigerato,Humulin-R 100 IU Vial 10 ml (Refrigerato,insulin,1000,pen/vial,day,Https://nahdionline.com/media/catalog/product/1/0/100028537_mainimage_1.jpg
100011903,Mixtard 100 IU/ml Vial 10 ml (Refrigerat,Mixtard 100 IU/ml Vial 10 ml (Refrigerat,insulin,1000,pen/vial,day,https://www.nahdionline.com/media/catalog/product/0/1/015712249000032.jpg
100011891,Insulatard 100 IU Vial 10 ml (Refrigerat,Insulatard 100 IU Vial 10 ml (Refrigerat,insulin,1000,pen/vial,day,https://www.nahdionline.com/media/catalog/product/1/1/11-100-89_insulatard_pic_angle_en.png
100011882,Actrapid 100 IU/ml Vial 10 ml (Refrigerator),Actrapid 100 IU/ml Vial 10 ml (Refrigerator),insulin,1000,pen/vial,day,https://www.nahdionline.com/media/catalog/product/a/c/actrapid-100-iu-ml-vial-10-ml-refrigerator-0_1.jpg
101745781,0Norditropin Nordiflex 5mg/1.5 Ml 1 Pen,0Norditropin Nordiflex 5mg/1.5 Ml 1 Pen,insulin,15,box,day,https://www.nahdionline.com/media/catalog/product/n/o/norditropin_nordiflex_5mg_1.5ml.png
101745790,0Norditropin Nordiflex 10mg/1.5 Ml 1 Pen,0Norditropin Nordiflex 10mg/1.5 Ml 1 Pen,insulin,15,box,day,https://www.nahdionline.com/media/catalog/product/n/o/norditropin_nordiflex_10mg.png
100900751,Victoza 6mg/ml 3ml 2 Penfill (Refrigerator),Victoza 6mg/ml 3ml 2 Penfill (Refrigerator),insulin,33,box,day,https://www.nahdionline.com/media/catalog/product/0/1/015712249000360-1.jpg
101156143,Trulicity 1.5 mg Solution For Injection 4 Pre-Filled Pen (Refrigerator),Trulicity 1.5 mg Solution For Injection 4 Pre-Filled Pen (Refrigerator),insulin,4,box,day,https://www.nahdionline.com/media/catalog/product/t/r/trulicity-1-5-mg-solution-for-injection-4-pre-filled-pen-refrigerator-1_1.jpg
